id_imagen,autor_id,tipo_manovich,confianza_etiqueta,caso_limite,justificacion_etiqueta,mediana_luminancia,dispersion_luminancia,prop_sombras,prop_altas_luces,matiz_dominante_deg,saturacion_media,dominancia_cromatica
0c8f605eae5227b6,GHM,casual,alta,False,"Parrigas: La saqué apurado, antes de tirar la carne a la parrilla improvisada que armé con una llanta vieja sobre la hornalla: quería mandarle la foto a mi vieja para mostrarle el asado de olla que estaba preparando. El encuadre es cenital porque fue la única forma de que entraran los seis cortes en el cuadro, sin pensar un segundo en composición: quedan amontonados y el borde de la llanta corta la imagen de forma pareja, pero por casualidad, no por decisión.",0.4838,0.2415,0.077,0.0126,27.56,0.2288,0.1392
b5b96d793df13694,GHM,casual,alta,False,"Café robotico: La saqué con una mano mientras sostenía el café, casi sin mirar el visor, para mandarle la foto a un grupo y mostrar dónde estaba parado en ese momento. El fondo con el brazo robótico y la bandera quedó desenfocado y cortado sin ninguna intención, es lo que entraba en el cuadro estando ahí parado. No hay control de luz ni de encuadre: el vaso tapa buena parte de la escena y la composición es la que da el gesto natural de sacar una foto rápida. La asigno casual con confianza alta porque el único fin fue dejar registro del momento, no construir una imagen.",0.5119,0.1862,0.0,0.008,201.82,0.2967,0.0675
43d84889e50384e5,GHM,casual,alta,False,"Açaí: La saqué apenas me trajeron el açaí, antes de empezar a comerlo, para mandarle la foto a mi familia y mostrarles la merienda. El ángulo cenital es el que da agarrar el vaso con una mano y la cámara con la otra, sin pensar en el fondo ni en la luz de la mesa. La cuchara clavada en el medio no es una decisión compositiva, es simplemente cómo había quedado después de revolver. La asigno casual con confianza alta porque fue un registro espontáneo de algo que estaba por comer, sin ninguna intención estética detrás.",0.7035,0.2481,0.0691,0.0006,15.24,0.2109,0.2959
c8a5046e8addc35b,GHM,diseno,alta,False,"Toallasaurio: Me crucé esta toalla doblada como un dinosaurio al entrar a la habitación del hotel y paré todo para fotografiarla porque me interesó la forma en sí, no el objeto que representa. Elegí un ángulo bajo y lateral para que el cuello se recortara contra la pared lisa y casi vacía, que funciona como fondo neutro y deja que la silueta sea la protagonista absoluta. Encuadré buscando que el resto del cuarto quedara en segundo plano, aunque se cuelen la mesa de luz y los almohadones al costado. Lo pensé como una composición de curvas y textura contra una superficie plana. La asigno diseño con confianza alta porque la intención fue tratar el pliegue como una escultura, no registrar la habitación.",0.5534,0.1753,0.0013,0.029,39.31,0.1741,0.1753
af8ce83f45e12ddd,GHM,diseno,alta,False,"Los tres tragos: Quedaron alineados en la barra por casualidad del pedido, pero cuando los vi así, en fila y con esa gradación de colores —blanco, naranja y transparente— paré a fotografiarlos antes de tocarlos. Bajé la cámara casi a la altura de la barra y busqué el ángulo donde los tres vasos, con esa forma de cintura marcada, se recortaran contra el mármol oscuro y sus propios reflejos. El primer plano desenfocado del trago naranja genera profundidad y guía la mirada hacia los otros dos. La asigno diseño con confianza alta porque la intención fue jugar con la forma y el color de los vasos, no documentar la bebida.",0.3098,0.2137,0.0433,0.0143,26.55,0.3118,0.1651
e1e3c32107715633,GHM,diseno,alta,False,"Tortuga de plastico: Me crucé esta réplica de tortuga marina en un puesto educativo de la playa y me llamó la atención la textura del caparazón y cómo quedaba apoyada sobre la arena, casi como si estuviera enterrando huevos de verdad. Bajé la cámara a la altura del animal para que ocupara el centro del cuadro y el fondo con los carteles y las palmeras quedara como contexto secundario, sin protagonismo. Elegí ese punto de vista bajo para exagerar el volumen de la figura contra la arena texturada. La asigno diseño con confianza alta porque la intención fue tratarla como un objeto escultórico dentro del paisaje, no registrar la instalación educativa.",0.6048,0.2034,0.05,0.0002,33.78,0.2773,0.2517
c4c0b7e19cd15c05,GHM,profesional,alta,False,"La playa: Elegí ese momento exacto del amanecer porque el sol bajo genera un contraluz que recorta mi silueta contra el horizonte y evita cualquier sombra dura sobre la arena. Bajé la cámara casi a la altura de las rodillas para que el plano de arena en primer plano ocupara buena parte del cuadro y el horizonte quedara alto, dándole peso a las nubes iluminadas desde abajo. Esperé a que rompiera una ola para que hubiera movimiento en el agua sin perder nitidez en el resto de la escena. La asigno profesional con confianza alta porque pensé la luz, el punto de vista y el encuadre antes de sacarla, buscando que pudiera funcionar como postal de viaje o portada editorial.",0.4926,0.1925,0.0199,0.0052,32.65,0.4604,0.065
5167174efec5a652,GHM,profesional,alta,False,"Sol: Elegí ese momento del día porque el sol estaba alto y el mar tenía ese verde translúcido que solo se ve con buena luz cenital, sin sombras duras en el agua. Encuadré dejando dos tercios de cielo despejado con nubes dispersas y un tercio de mar y arena, buscando una composición limpia y equilibrada, casi de postal. Esperé a que rompiera la espuma de la ola en primer plano para darle textura a la parte inferior del cuadro. La asigno profesional con confianza alta porque pensé la proporción cielo-mar y el momento exacto antes de sacarla, buscando que funcione como imagen de catálogo turístico.",0.5409,0.1145,0.0,0.0002,206.67,0.4029,0.1192
886abcbb10b30245,GHM,profesional,alta,False,"Bar de Resort: Encuadré la fuente en primer plano a propósito para que actuara como marco natural y llevara la mirada hacia el arco de piedra iluminado y la barra al fondo, jugando con los distintos planos de profundidad. Aproveché que era de noche para que las luces cálidas del arco y las frías de la fuente generaran contraste de color sin que ninguna zona se queme. Las columnas laterales encierran la escena y refuerzan la simetría del arco central. La asigno profesional con confianza alta porque pensé la composición en capas y el manejo de la luz nocturna antes de sacarla, con la idea de que funcione como imagen institucional del resort.",0.192,0.2047,0.3095,0.0113,33.85,0.6007,0.2753
5e5c5171aab15b9b,PS,casual,alta,False,"la considero casual porque el objetivo principal de esta fotografía es documentar una intervención de arte urbano en la calle, priorizando el registro del momento por sobre una composición planificada y no hay un control riguroso sobre los márgenes. La textura del granito y los bordes rasgados del papel evidencian un registro espontáneo de la escena.",0.5837,0.1558,0.0006,0.0001,128.49,0.1161,0.2213
f6ddf5d7c03e4f08,PS,casual,media,True,"captura la experiencia de un recorrido por la ciudad, documentando el ambiente de la tarde sin una planificación previa. Existe una clara ambigüedad entre las líneas de fuga formadas por los árboles y la bicisenda sugieren una búsqueda compositiva propia de la fotografía profesional. Sin embargo, el ciclista cruzando de imprevisto en primer plano delata la espontaneidad del disparo y el cartel de la izquierda.",0.2801,0.2228,0.1224,0.0071,44.59,0.3963,0.1525
1eb30ed14b860d5e,PS,casual,alta,False,"la foto no aplica las reglas de la buena fotografía profesional como el encuadre es ruidoso, incluye personas cortadas en los bordes y no hay ningún control sobre el espacio negativo o la organización cromática, eso para mi la hace casual.",0.5331,0.1986,0.026,0.0443,22.95,0.1899,0.1369
733e44bad056d2f3,PS,profesional,alta,False,"considero esta foto como profesional porque tiene una composición equilibrada ubicando la línea de los árboles en el tercio superior, mientras el río actúa como una línea de orientación que guía la mirada en diagonal. Hay una exposición adecuada que permite ver detalles en las sombras del bosque y en la textura de las rocas.Tambien tiene una estética cuidada, con colores balanceados.",0.2911,0.2441,0.1565,0.0334,70.11,0.3629,0.1542
6cc4e3d8c050095a,PS,profesional,alta,False,"onsidero esta imagen como profesional porque tiene una composición atractiva. El muelle guia la vista hacia el centro, mientras el reflejo en el agua crea un balance simétrico . La luz del atardecer permite una exposición adecuada con colores balanceados. Tambien por las proporciones clásicas del paisaje y la profundidad de campo la mantienen en la categoría profesional.",0.6046,0.3449,0.0984,0.1952,72.64,0.3572,0.1264
e3a87910c6fd9d74,PS,profesional,alta,False,"la considero profesional la composición utiliza las líneas de fuga de la cornisa y la columnata para generar profundidad y dirigir la mirada de forma ordenada, aplicando reglas clásicas de composición. Aunque la toma es contrapicada, hay un control consciente sobre el encuadre para mantener la estructura equilibrada",0.5431,0.2871,0.0471,0.1048,28.15,0.392,0.0931
59bda69ed4ebc9fc,PS,diseno,alta,False,"considero esta foto como de diseño por la vista cenital y la composición es deliberadamente minimalista, apoyándose en un uso extremo del espacio negativo blanco que aísla el objeto central por completo.",0.7055,0.1868,0.0264,0.0019,18.63,0.1402,0.3494
a2dff26623d21211,PS,diseno,alta,False,"considero esta foto de diseño porque explora la geometría y el reflejo. El cielo carece de detalles, funcionando casi como un bloque de espacio negativo plano que resalta las curvas del metal. Además, hay un claro tono dominante cálido en el reflejo del sol que unifica la paleta cromática.",0.7421,0.2574,0.0417,0.0067,36.83,0.2823,0.1343
c27ec75bd0feb38f,PS,diseno,alta,False,"considero esta foto como diseño porque aplica las estrategias visuales típicas en redes sociales para gastronomía. utilice una vista cenital que para la escena y resaltar las texturas. A diferencia de una captura casual de una comida, acá hay una atención consciente a la composición con los textos y las franjas de la servilleta introduciendo líneas en diagonal para el encuadre.",0.5766,0.1285,0.0024,0.0,31.53,0.5043,0.1397
2c9a8b35dc14bc73,LJE,casual,alta,False,Ya que se trata de una merienda con muchos elementos dispersos en la imagen y sin tener en cuenta un buen angulo si quiera para tomar la foto indica que es muy espontanea.,0.5544,0.1934,0.0528,0.0079,29.0,0.4514,0.1521
24598a72c12ac62f,LJE,casual,media,True,"Podria considerarse con confianza media porque a pesar de ser una foto espontanea, solo hay un elemento en la imagen y esta bien encuadrado,  además es caso limite ya que por el color de la imagen, que haya un solo objeto podria llegar a considerarse algo de diseño",0.5128,0.2505,0.0311,0.0527,7.22,0.105,0.1752
24b86ce744927975,LJE,casual,alta,False,Es una foto espontanea de un edificio con muchos elementos desordenados por lo que la considero muy casual,0.5035,0.2384,0.0485,0.0364,254.07,0.3313,0.0515
1a914480b755549c,LJE,diseno,alta,False,"Solo aparece una unica figura de coleccion, con mucho color a comparacion del resto y baja profundidad de campo",0.5568,0.2381,0.019,0.0652,22.4,0.3333,0.0916
a0405ecd6921c258,LJE,diseno,alta,False,Como se trata de un plano frontal con un color saturado resaltando y a su vez descentrado y con la intencion de destacar el objeto.,0.4703,0.3241,0.1698,0.0017,0.25,0.3482,0.376
27a1096c56ac9840,LJE,diseno,alta,False,"Se trata de unos stickers en un termo para mate, lo considero diseño ya que enfatiza los stickers en el termo enfocandolo directamente dejando de lado el fondo",0.5434,0.2292,0.0386,0.0175,180.36,0.3958,0.1469
b621ef1951dca59b,LJE,profesional,alta,False,"La estatua de la imagen tiene un buen encuadre simetrico, respetando la regla de los tercios, ademas de tratarse de una imagen limpia y con poca saturacion de colores",0.5522,0.2262,0.1007,0.0062,213.03,0.6088,0.2055
4eed9fb79338b358,LJE,profesional,alta,False,"La cafetera tiene un buen encuadre mostrando perfectamente su geometria y textura metalica, resaltando no por su color sino por su alto contraste",0.5565,0.3316,0.1325,0.2127,208.92,0.2172,0.2085
550a812aaf3d34f1,LJE,profesional,media,True,"En este caso en particular la categorizo como profesional por estar encuadrada, y por su alto contraste. A pesar de esto la etiqueto como caso límite y de confianza media porque en la imagen aparecen elementos de la casa tales como cortinas y reflejos en la mesa, teniendo matices de ser casero.",0.3834,0.3237,0.2669,0.0795,233.15,0.3644,0.2382
